"id" "name" "terminalName" "lat" "long" "installed" "locked" "installDate" "removalDate" "temporary" "nbBikes" "nbEmptyDocks" "nbDocks"
"160" "Waterloo Place, St. James's" "003458" "51.50663341" "-0.131773845" "true" "false" "1279274280000" "" "false" "19" "1" "20"
"161" "Guildhouse Street, Victoria" "003478" "51.49234577" "-0.141334487" "true" "false" "1279286940000" "" "false" "7" "9" "16"
"162" "Southampton Place, Holborn" "001123" "51.51760685" "-0.121328408" "true" "false" "1279287120000" "" "false" "20" "0" "20"
"163" "Sloane Avenue, Knightsbridge" "003461" "51.4931848" "-0.167894973" "true" "false" "1279287300000" "" "false" "16" "13" "30"
"164" "Cleveland Gardens, Bayswater" "001178" "51.515607" "-0.183118788" "true" "false" "1279287600000" "" "false" "0" "15" "16"
"165" "Orsett Terrace, Bayswater" "002585" "51.517932" "-0.183716959" "true" "false" "1279287960000" "" "false" "3" "12" "15"
"166" "Seville Street, Knightsbridge" "001177" "51.50185512" "-0.159237081" "true" "false" "1279288140000" "" "false" "25" "1" "27"
"167" "Eccleston Place, Victoria" "003465" "51.49395092" "-0.147624377" "true" "false" "" "" "false" "0" "18" "19"
"168" "Argyll Road, Kensington" "003463" "51.50040123" "-0.195455928" "true" "false" "1279289400000" "" "false" "6" "13" "19"
"169" "Porchester Place, Paddington" "003477" "51.51474612" "-0.165164288" "true" "false" "1279289760000" "" "false" "0" "18" "18"
"170" "Hardwick Street, Clerkenwell" "001057" "51.52784273" "-0.108068155" "true" "false" "1279290180000" "" "false" "7" "23" "30"
"171" "Collingham Gardens, Earl's Court" "003459" "51.4916156" "-0.186753859" "true" "false" "1279291200000" "" "false" "0" "14" "14"
"172" "Sumner Place, South Kensington" "001124" "51.49121192" "-0.173715911" "true" "false" "1279291500000" "" "false" "13" "5" "19"
"173" "Waterloo Road, South Bank" "001176" "51.50486" "-0.113001" "true" "false" "1279292700000" "" "false" "15" "0" "15"
"174" "Strand, Strand" "001100" "51.512529" "-0.115163" "true" "false" "1279295940000" "" "false" "31" "5" "36"
